Id;Title;Section;IsHorizontal
CUW4;Sherel Floranus;Curaçao;false
CUW5;Jurien Gaari;Curaçao;false
CUW6;Joshua Brenet;Curaçao;false
CUW7;Roshon Van Eijma;Curaçao;false
CUW8;Shurandy Sambo;Curaçao;false
CUW9;Livano Comenencia;Curaçao;false
CUW10;Godfried Roemeratoe;Curaçao;false
CUW11;Juninho Bacuna;Curaçao;false
CUW12;Leandro Bacuna;Curaçao;false
CUW13;Team Photo;Curaçao;true
CUW14;Tahith Chong;Curaçao;false
CUW15;Kenji Gorre;Curaçao;false
CUW16;Jearl Margaritha;Curaçao;false
CUW17;Jurgen Locadia;Curaçao;false
CUW18;Jeremy Antonisse;Curaçao;false
CUW19;Gervane Kastaneer;Curaçao;false
CUW20;Sontje Hansen;Curaçao;false
CIV1;Emblem;Ivory Coast;false
CIV2;Yahia Fofana;Ivory Coast;false
CIV3;Ghislain Konan;Ivory Coast;false
CIV4;Wilfried Singo;Ivory Coast;false
CIV5;Odilon Kossounou;Ivory Coast;false
CIV6;Evan Ndicka;Ivory Coast;false
CIV7;Willy Boly;Ivory Coast;false
CIV8;Emmanuel Agbadou;Ivory Coast;false
CIV9;Ousmane Diomande;Ivory Coast;false
CIV10;Franck Kessie;Ivory Coast;false
CIV11;Seko Fofana;Ivory Coast;false
CIV12;Ibrahim Sangare;Ivory Coast;false
CIV13;Team Photo;Ivory Coast;true
CIV14;Jean-Philippe Gbamin;Ivory Coast;false
CIV15;Amad Diallo;Ivory Coast;false
CIV16;Sébastien Haller;Ivory Coast;false
CIV17;Simon Adingra;Ivory Coast;false
CIV18;Yan Diomande;Ivory Coast;false
CIV19;Evann Guessand;Ivory Coast;false
CIV20;Oumar Diakite;Ivory Coast;false
ECU1;Emblem;Ecuador;false
ECU2;Hernán Galíndez;Ecuador;false
ECU3;Gonzalo Valle;Ecuador;false
ECU4;Piero Hincapié;Ecuador;false
ECU5;Pervis Estupiñán;Ecuador;false
ECU6;Willian Pacho;Ecuador;false
ECU7;Ángelo Preciado;Ecuador;false
ECU8;Joel Ordóñez;Ecuador;false
ECU9;Moises Caicedo;Ecuador;false
ECU10;Alan Franco;Ecuador;false
ECU11;Kendry Paez;Ecuador;false
ECU12;Pedro Vite;Ecuador;false
ECU13;Team Photo;Ecuador;true
ECU14;John Veboah;Ecuador;false
ECU15;Leonardo Campana;Ecuador;false
ECU16;Gonzalo Plata;Ecuador;false
ECU17;Nilson Angulo;Ecuador;false
ECU18;Alan Minda;Ecuador;false
ECU19;Kevin Rodriguez;Ecuador;false
ECU20;Enner Valencia;Ecuador;false
NED1;Emblem;Netherlands;false
NED2;Bart Verbruggen;Netherlands;false
NED3;Virgil Van Dijk;Netherlands;false
NED4;Micky van de Ven;Netherlands;false
NED5;Jurien Timber;Netherlands;false
NED6;Denzel Dumfries;Netherlands;false
NED7;Nathan Aké;Netherlands;false
NED8;Jereme Frimpong;Netherlands;false
NED9;Jan Paul van Hecke;Netherlands;false
NED10;Tijjani Reijnders;Netherlands;false
NED11;Ryan Gravenberch;Netherlands;false
NED12;Teun Koopmeiners;Netherlands;false
NED13;Team Photo;Netherlands;true
NED14;Frenkie de Jong;Netherlands;false
NED15;Xavi Simons;Netherlands;false
NED16;Justin Kluivert;Netherlands;false
NED17;Memphis Depay;Netherlands;false
NED18;Donyell Malen;Netherlands;false
NED19;Wout Weghorst;Netherlands;false
NED20;Cody Gakpo;Netherlands;false
JPN1;Emblem;Japan;false
JPN2;Zion Suzuki;Japan;false
JPN3;Henry Heroki Mochizuki;Japan;false
JPN4;Ayumu Seko;Japan;false
